Date,Username,User tag,Content,Mentions,Reply to
"2025-12-20,11:36:32",samin__,#0,"— Леонард Моретти —

Когда кулак полетел в сторону парня, тот сначала удивился, однако довольно быстро сделал спокойное выражение лица, не почувствовав опасности от этого действия. Другом этот человек ему не был, но и врагом тоже не желал становиться, от чего Лео спокойно стоял, смотря на надвигающуюся атаку, но когда кулак был уже совсем близко - моргнул. Такой результат его сильно задел. Он ведь и сам знал что ничего не будет, но над рефлексами нужно поработать ещё немного... закрывать глаза в бою - не самая лучшая идея

Слегка потерев глаза, парень стал отвечать:

— Значит я жив? Какое облегчение. В таком случае всё можно изменить...

— Думаю недоверие - это лучшее что я могу получить в данный момент. И да... местные? Надеюсь найдётся возможность с ними побеседовать. Но а вообще, я лучше пока что передохну. Мне нужно прийти в себя, а возможно и провести парочку проверок, так что с вашего позволение останусь тут. Что до кинжала, буду благодарен, ведь с собой не имею ничего весомого, а всякое может случиться... в таком месте как это

Похоже у рыцаре свои загоны, но парню не было до них дела. Они вышли на разговор, а это ему сейчас и нужно было. Отслонив платок, тот посмотрел на небольшую кляксу крови, а затем сложил его обратно, как не в чём не бывало. Ему было откровенно неуютно, но он пытался понять и принять такое отношение",biokoff,1451707775142068295
"2025-12-20,19:49:39",biokoff,#0,"—Генрих Ере—
|-----------------------------------------------------------------------------|
Рыцарь достал прикрепленный к поясу кинжал и кинул в сторону возле парня, вонзая его в стену. А сам же помохав напоследок вышел из здания, закрывая за собой дверь и направляясь в сторону озера.
<@998481175276425287> .
|-----------------------------------------------------------------------------|","samin__, _kambot",1451855781057003600
"2025-12-20,20:29:08",_kambot,#0,"**Ножик небрежно, но все так же смертоносно полетел в стену возле <@&1450955974692044900> и вонзился рядом с ним. Тем временем же рыцарь покинул свое убежище и будучи под собственными убеждениями и принципами отправился в сторону озера, по следам ранее проходивших тут людей. На дворе уже давно стемнело, а ветер со снегом устраивали хороводы по всей округе. Именно сквозь такую погоду <@&1451285412478718075> шел, держа свое внимание в остро. Ему казалось, что на него смотрят ото всюду сразу. Где то вдалеке были слышны типичные для этого мира шумы, но они глушились на фоне собственных мыслей.**

**Тем временем же <@&1450955974692044900> остался наедине с самим собой в укрытии рыцаря, что просто оставил парня тут. **

|| От вас потребуется по одному посту для того, чтоб я смог начать вести сюжет дальше ||",biokoff,1451979876386209945
"2025-12-20,20:32:35",biokoff,#0,"—Генрих Ере—
|-----------------------------------------------------------------------------|
Воин с тяжолым лезгом доспехов ступал по старому снегу. Ему не особо нравилось быть в центре внимания, но и без доспехов быть тем более не хотелось, отчего он старался идти потише, отчего шел спокойным шагом в сторону озера, время от времени переглядывая внимания на кусты и на свой же меч, в готовности в любой момент достать меч...
|-----------------------------------------------------------------------------|",_kambot,1451989813812134040
"2025-12-20,20:38:48",samin__,#0,"|-----------------------------------------------------------------------------|
Парень на этот раз даже не дрогнул. Снова показуха и пафос... нельзя было просто передать нож? Мда...

Проводив нового знакомого, парень фыркнул и принялся выдирать нож из досок, попутно говоря себе под нос:

— Ну вот и как это понимать. Был там, оказался здесь... смогут ли соколы разобраться? Должны... если не они, то остальные церкви подсуетятся уж точно. Будет ли мир спасён или погрязнет в похожим на этот мир хаосе? Ха! Да я же сам ничего сделать то и не смогу. Если бы знал, взял бы другую последовательность. Я ну вот вообще не полявик. Хе... лучше поберечь силы, неизвестно что ещё может приключиться...

Сделав умозаключение, парень пошёл по новому пристанищу, осматриваясь и не выпуская из рук кинжал. Маловат, но лучше чем трость. Хотя... смотря против кого. Нужно было найти местечко, через которое можно понаблюдать за округой, а заодно и где спрятаться в случае чего. И запасной выход! Да! Он точно нужен...
|-----------------------------------------------------------------------------|",_kambot,1451989813812134040
"2025-12-20,21:10:02",_kambot,#0,"**Осматривая просторы, параллельно пытаясь привести мысли в порядок, Леонард наткнулся на лестницу на второй этаж, что стояла прямо за кафедрой. Это была старенькая, деревянная лестница. Взглянув на нее, парнишка с тяжестью выдохнул и морально приготовившись к худшему стал карабкаться по ней. Руки дрожали вместе с ногами, но уже через меньше чем минуту Лео смог забраться! И так он оказался на купольном этаже. Потолок как полагается... аээ.. православию? Да, вероятно ему.. был исписан в соответствующей стилистике. Здесь было весьма просторно и на удивление горело несколько свечей. Так же по всем стенам были расположены окна, что весьма неплохо давали обзора, однако они так же и продувались, но мороз был около-терпимым.**",samin__,1451992247741579435
"2025-12-20,21:21:08",samin__,#0,"— Леонард Моретти —

Вот он! Главный враг! ЛЕСТНИЦА!!!

Парень не любил их ещё с того момента, когда в первый день становления  потусторонним, покатился вниз лицом с каждой из них. Предательские штуки... толи дело коридор. Прямой и красивый, никогда не предаст и не обманет. Но деваться не куда. Левая, правая, а может ещё разок правой? Не... лучше левой теперь. Так он и добрался до верхатуры, откуда был неплохой видок. Окна предательски продувались, от чего парень слегка спрятал шею, укутавшись по нос в своё пальтишко. Неприятно, но надеюсь Генрих вернётся быстро

Здесь чувствовалась странная безопасность. Неуютно, но комфортно. Леонард как надзорный мог увидеть опасность с любого направления, от чего этот факт его успокаивал, хотя сбежать было бы проблематично... может в случае чего заманить шавок внутрь и спуститься через крышу? Не... а бежать потом как? Бред да и только... лучше медленно спуститься и пойти через основной выход на встречу неизбежному... да, так будет проще",_kambot,1452000108538495006
"2025-12-20,21:35:11",_kambot,#0,"**Весьма опрометчиво начинать чувствовать себя комфортно в моем угодье... но я не осуждаю. Кхм, простите, так не надо вам писать. Так вот.. стоило Лео начать чувствовать себя хоть как то безопасно и начать глядеть туда-сюда в окна... как вдруг.. ему повиднелись две белых точки... сначала парнишка подумал, что ему показалось на почве стресса, но увы и ах нет. Точки оставались на месте, а когда же Лео начал всматриваться в лес то сквозь тьму, елки и буран, он увидел и силуэт. Высокий, черный, рогатый с теми двумя белыми точками, что уже оказались глазами. Изумившись, парень решил прищурится..но тут же обомлел... по ушам Леонарда потекло пение. Спокойное, протяжное пение, что отражалось от ёлок прямо в окно парня... стоило отметить, что сердце парня не подавало никаких тревожных знаков....:**",samin__,1452002900879474758
"2025-12-20,21:47:00",samin__,#0,"— Леонард Моретти —

Ёлки да ёлки... скука да и только. ОШИБКА! Нельзя даже думать о скуке в такой момент, думай Лео, думай! Нельзя сойти с ума, хотя весь мир ведёт к этому. И вот, две блятские точки. Ну естественно, первое правило нарушено. Никогда не думай что всё хорошо! Что это вообще такое? ""Морг-морг""... не пропадают? Странно

Парень прищурился и увидел рогатый силуэт, со светящимися глазами что смотрели на него? Да... на кого ещё то? На него родимого! Сука! Что делать! И тут полилось пение. Сердечко предательски молчало, однако разум трепетал. И это не опасность по твоему? Чёртова сила, глаза разуй!

Парень слегка отстранился от окна, пытаясь не вслушиваться в песню, однако слова сами переваривались его разумом. Тварь... сердечко спокойно, а вот я НЕТ! Что делать, что делать, что делать... спускаться или нет?

НЕТ! Я доверяю чутью! Если оно ещё не забралось сюда, значит не может, а раз начало говорить, значит пытается меня отсюда снять. Пока я в своём уме, буду сидеть здесь!

Парень зажмурился и слегка порезал руку, чтобы боль вернула его в чувство, а после проговорил, но на этот раз про себя: ""Это напоминание, что я не пойду к нему... как минимум не сам...""

После парень стал молча смотреть на нечто, не свозя взгляда и не двигаясь, будь его воля он бы и не дышал, однако такого он пока что провернуть не мог",_kambot,1452006438514855989
"2025-12-20,22:05:51",_kambot,#0,"— Хозяин Леса —

Видя реакцию парня, глаза существа словно улыбнулись, а после Хозяин оперся спиной о ближайшую елку и склонил голову, но так же не отводя глаз с Лео. Его мантия трепеталась на ветру, а вместе с этим.... Лесник заговорил. Его голос был сладким, обвораживающим и басистым и звучал парню... прямо в уши, игнорируя дистанцию между существами:

— Ты можешь думать всякое, юнец. Ты можешь верить, можешь быть убежденным... право твоё, я не спорю.. но вот правда.. за кем же она стоит? Вывод придет к тебе сам собой, со временем.

После этого он немного просмеялся

— Ах время... дивное понятие. Его нельзя занять, нельзя получить дополнительно. Оно есть... и оно неизменно.

— Я понимаю ты боишься, но ведь душа твоя не говорит тебе ни слова... Доверишься ли ты ей? Скажи мне. Доверься стороне.",samin__,1452009409638170786
"2025-12-20,22:14:32",samin__,#0,"— Леонард Моретти —

Ясно, мне пиздец! Эта тварь умеет читать мысли! Я влип! Так, ладно, ты не тварь... эм... сущность? Так устроит? Пу-пу-пу... я доверяю душе, но также доверяю своему разуму. Я вообще в смятении, что ты хочешь, что тебе нужно? Зачем тебе я?

Тут парня понесло, душа и мысли были как на распашку, однако в один момент фляга сдвинулась и тот подумал про себя ""А чего мне бояться, если сила молчит, это потустороннее существо выше 7-й последовательности, оно и само может меня взять, однако просто говорит, непонятно... нужно понять что оно хочет. Смогу ли я сегодня выжить?"". Собираясь спускаться, тот облокотился о поручень и почувствовал жгучую боль. Рана... что он оставил пару минут назад. Дала таки знать!

Парень отдёрнулся и сел на пол, смотря прямо в стену, а затем пригвоздил свой плащ к полу, приткнув его тем самым кинжалом, а после схватился за голову говоря про себя ""нет, не сейчас, я должен быть тут... я должен остаться! Я не доверяю потустороннему, я доверяю себе, а я должен быть здесь!""",_kambot,1452014153547120753
"2025-12-20,22:42:59",_kambot,#0,"— Хозяин Леса —

Леонард пропал.. он ушел от окна. Чтож.. кажется игра в гляделки окончена победой Лесника. Можно продолжать вести разговор. Хозяин продолжил говорить все еще игнорируя расстояние. Его голос не менялся, был все таким же завораживающим:

— Тварью меня кличали многие, ты в их числе, не переживай. Я знаю ваши ""Последовательности"" , ""Разряды"", ""Классы"" и прочие... но спешу тебя расстроить Лео... к ним меня причислять - оскорбление. На первый раз я тебе прощу это, по твоему не знанию, но в преть...

Хозяин немного просмеялся а после замолк на некоторое время... но.. уже совсем скоро.. он появился в окне прямо на против Лео. Он не помещался в него, отчего нагнулся, смотря своими глазами на парня и стал говорить и его голос уже имел дистанцию:

— Ты Леонард... гость в моем угодье. Я буду заинтересован в контакте с тобой... после него я уже решу что с тобой делать... дам тебе фору побегать как с тремя бедолагами, за которыми отправился твой друг... или отпущу... а может... ой.. кхе-хе-хе...

Глаза Лесника вновь улыбнулись, а сам он прикрыл ""рот"" рукой на пару секунд:

— Рано ты себя запугиваешь... отнимаешь у меня работу... хо-хо-хо....

Но вдруг, Хозяин глубоко вздохнул:

— Я чувствую твой недуг... В этом месте.. досаждать он будет тебя долго.. даже если ты заткнешь рану. Таков закон... но я готов помочь. Безвозмездно...в честь нашего знакомства... Ах да.. позабыл....

Хозяин Леса протянул свою длинную руку через окно. Его ладонь была расправлена словно для рукопожатия:

— У меня нету имени, в отличие от манер...",samin__,1452016340360630313
"2025-12-21,19:47:51",samin__,#0,"— Леонард Моретти —

Нужно успокоиться! Нужно срочно вернуться к своим мыслям! Давай, давай, давай! Так можно и с ума сойти! И в каком смысле не пречислять тебя к моей градации, можно ведь оценить что угодно! Да и что значит оскорбление, по этой градации можно причислить существ к божественности!

Тут перед лицом парня появилась уже знакомая фигура. Нет... это точно выше 6-ой ступени...

Разум парня не смог справиться с такой картиной, а когда существо заговорило, тот слегка встрепенулся, а после выслушивания спокойно улыбнулся отвечая:

— Так это ваше угорье господин? И я даже вам интересен? Лестно это слышать!

— И да, испуг в моём состоянии это наверное нормальная реакция? Разве нет?

Когда рука приблизилась, парень хотел было привстать, однако шлёпнулся обратно на задницу, ведь плащ был прикован к полу, при помощи кинжальчика. Поняв что это было для чего-то сделано, парень развёл руками:

— Кажется я не хотел чтобы моё пальто покидало это место. Странные мысли однако...

Сказав это, парень просто вынул руки из пальто, снимая его и оставляя на полу, а после отвечая на рукопожатие сказал:

— Приятно познакомиться безымянный с манерами, моё имя тебе уже известно, однако представлюсь вновь, Леонард Моретти, приятно поговорить с кем-то кто знает то, где я оказался, тем более с хозяином этих земель

Ах... ""мобильная психика"". Побочный продукт становления потусторонним! Очень быстро однако меняется моральное состояние, что помогает быстро восстанавливаться после потрясений, однако... да... верно... сойти с ума можно сойти столь же быстро, тем более при контакте с таким существом",_kambot,1452023499873849448
"2025-12-21,20:19:36",_kambot,#0,"— Хозяин Леса —

И так.. парень снял свой плащ и... пожал руку. Пожать руку мне это.. ой, снова, кхм. Так вот... пожать руку Хозяину Леса... многого стоит. Леонард не из робкого десятка. Как только рука лесника и парня соприкоснулись и Лео сказал свои слова, рука Хозяина сжалась, не выпуская руку парнишки. По ощущением это словно клетка, но в которой нельзя ничего почувствовать. Глаза Хозяина стали круглыми, стеклянными и неподвижными и они смотри словно в душу парня. В этот же момент начиная от руки Хозяина, по венам Леонарда пошло странное свечение, которое пробивало светом кожу. Это продлилось всего пару секунд, но для Лео это было вечностью, но вот процесс подошел к концу. Хозяин так же резко расжал свою руку, отпуская парня. Рана мальца затянулась сама собой, а глаза Лесника вновь ""улыбнулись"" и он сказал:

— Надеюсь ты не пострадаешь в ближайшее время.  Ах кстати... время. 

Хозяин разрозился глубоким смехом но тут же замолк и вновь стеклянно посмотрел на парня:

— Передай другу.... что время пришло. Она поймет о чем я...

И стоило парню моргнуть после этих слов, как лесник пропал, а из далека, откуда то из леса вновь послышалось пение, которое удалялось в даль с каждым шагом....",samin__,1452341812571275315
"2025-12-22,00:42:11",_kambot,#0,"**Воин шел весьма продолжительно время, на удивление без приключений. Ну как... по пути, конечно он отрубил голову двойке мелочей и продолжал путь. Дорога никак не менялась и все еще вела к озеру. Можно было подметить, что разве что климат смегчался и из полного бурана, все обращалось в весеннюю оттепель. Эту погоду никто не поймет.... но, даже так, шлепая по лужам, Генрих все же услыхал звуки.. это были голоса. Они были громкие и напряженные. Из всего гула можно было выделять такие слова как ""Давай-давай!"" ""Да бросай это! Не нужно!"" и все на подобии.**
**Если Генрих подойдет ближе и отодвинет кусты, то увидит как на берегу троица мужчин панически загружала рюкзаки в лодку.**",biokoff,1451990683681423495
"2025-12-22,01:56:58",biokoff,#0,"—Генрих Ере—
|-----------------------------------------------------------------------------|
Тот нервно, хоть и без произшествий нашёл свою цель ввиде тройки паникующих мужчин. Дабы тех не испугать, тот встал во весь рост и громко шурша вышел из кустов приподнимая руки вверх, в знак того, что он не хочет драться, а после спросил:
|-----------------------------------------------------------------------------|

—Здраствуйте молодцы, от чего бежим?

|-----------------------------------------------------------------------------|",_kambot,1452415886660075530
"2025-12-23,19:14:14",_kambot,#0,"— Кайл Товальд —

Мужчина стоял спиной к Генриху и помогал погружать рюкзаки в лодку, параллельно раздавая указы остальным двум товарищам, как вдруг его прервал железный гул, а после и голос. Тот в панике обернулся и немного испугался, но поняв, кто перед ним, слегка успокоился и ответил:

— О боже, вы нас напугали! Лесник запел! Сами знаете - не к добру!

Кайл на секунду отвлекся, поймав свое ружье, что ему кинул один из товарищей, а после продолжил:

— Мы посчитали, что к чертям это все, рисковать не станем, да и второй раз умирать как то не хочется. Вот и отплываем... Думаем, пересечем озеро, а дальше мимо Сахарного завода пройдем на выход отсюда.. есть одно местечко..

Тут же мужчину окликнули со словами ""Кайл! Давай шевелись, он может быть рядом!"". После этих слов, Кайл огляделся и ответил ""Обождите! Может время еще есть!"". После ответа, мужчина вновь уставился на <@&1451285412478718075>, ожидая его вопросы, параллельно оглядыаясь по сторонам.",biokoff,1452434702924382229
"2025-12-24,18:55:22",biokoff,#0,"—Генрих Ере—
|-----------------------------------------------------------------------------|
Воин и сам услышав про лесника огляделся и никого не заметив сложил пазл в своей голове, отвечая:
|-----------------------------------------------------------------------------|

—Думаете вам так легко дадут пересечь завод? Я поддерживаю ваши опасения по поводу этой твари, ведь она и сама меня пугает, однако убегать без плана звучит уж слишком безрассудно. Да и я видел мужчину убегающего со стороны привала, что слышал пение в лесу, похоже он пока дальше не убегал с леса... Но я понимаю вас и не стану удерживать, лишь беспокоюсь, что вы так просто не убежите...

|-----------------------------------------------------------------------------|",_kambot,1453058128743497748
"2025-12-30,02:39:49",_kambot,#0,"— Кайл Товальд —

Мужчина докидывал в лодку последние вещи, попутно выслушивая рыцаря, однако на словах о новом человеке, замер и задумался на несколько секунд, а после даже слегка подуспокоился. Кайл посмотрел назад, где были его 2 товарища в лодке, а после на Генриха и проговорил:

— Аа... ага.. тоесть еще один?... Теперь причина ясна.. Чтож..

Кайл развернулся к товарищам:

— Спокойно! У Зверя другой приоритет! Но.. кхм, подождите!

Мужчина снова развернулся к воину:

— Кхм... в такому случае у него проблемы.. сами понимаете.. но.. я могу их попытаться решить и хотя бы дать ему информации, чтобы паренек остался цел! Тогда.. пусть мои товарищи отправятся к границе леса, а я останусь еще на время тут.. с вами то - как за каменной стеной, а? Хаха...

Кайл неловко просмеялся и скрестил руки, ожидая ответа рыцаря",biokoff,1453415771035406398
"2025-12-30,02:49:06",biokoff,#0,"—Генрих Ере—
|-----------------------------------------------------------------------------|
Рыцарь чуть хмыкнул с шутки парня, раз шутит значит все не так плохо как она думала. Тот кивнул, а после оборнувшись направился обратно к церкви приговаривая:
|-----------------------------------------------------------------------------|

—Вы правы, незачем всем тут оставаться. Я хотел лично расспросить вас, однако помочь потеряшке не такая уж и плохая идея. Знать бы с чего лесничий наш проснулся... Не к добру это...

|-----------------------------------------------------------------------------|",_kambot,1455344591766159575
"2025-12-30,02:56:52",_kambot,#0,"— Кайл Товальд —

Услышав согласие рыцаря, Кайл незамедилительно окликнул своих товарищей в лодке:

— Парни! Плывите без меня.. НО, вам нечего беспокоится, клянусь! Зверь не по нашу душу.. Я.. Я сейчас пойду с нашим другом до того, кто под прицелом у Хозяина, поговорю с ним и своим ходом до вас! Приняли?

Оставшиеся двоя сразу же взъялись:

— Схерали, Кайл? Ты нам нужен там! 

Кайл потер лоб и ответил:

— Слушайте.. я вам помог в свое время... теперь должен другому! Такова моя природа, могли бы уже принять это.. но.. клянусь, все будет нормально! Просто возьмите привал на пограничье и я вас сам найду через пару часов!

Группа еще немного побухтела и повозражала, но Кайл все таки договорился, а после стал догонять <@&1451285412478718075> и ответил:

— Ну....ааээ....вариантов много, но... самый очевидный - новый приоритет. Свежая душа это всегда интерес со стороны.. а пение.. это знак того, что на тебя положили глаз. Я это вроде рассказывал, помните?

Кайл продолжал идти с рыцарем, слушая его слова",biokoff,1455346926827339870
"2025-12-30,05:04:19",biokoff,#0,"—Генрих Ере—
|-----------------------------------------------------------------------------|
Воин не стал лезть в распри группы, однако и торопиться не стал, давая возможность догнать себя парню а после выслушав того ответил на информацию мужчины:
|-----------------------------------------------------------------------------|

—Новенький и сразу в пасть тигра... Про песни я знаю, однако после них мало слухов ходят по округе, отчего я и сам мало знаю что будет после них. Услышала разок и спрятался в церкви после этого. Так чем тот парень мог привлечь его внимания? Надеюсь он не станет выходить за пределы церкви без причины...

|-----------------------------------------------------------------------------|",_kambot,1455348881138253987
"2026-01-04,01:33:09",_kambot,#0,"— Кайл Товальд —

Услышав слова воина, у мужчины чуть ли не выкатились глаза, и чуть прокашлявшись, Кайл ответил:

— Кхм... ох-ох-ох.... видишь ли, мой друг... Каждая душа, что для зверя в новинку... будет ему интересна в любом случае! Если человек оказывается неприметным и... мммм... ""Обычным"" в его глаза, он его может отпустить, но вот если есть какая нибудь изюменка у новой души.. то... 

Мужчина замолк, как бы давая тишине сказать за него очевидную вещь, а после продолжил:

Я хочу верить в то, что мы успеем раньше, чем Хозяин начнет действовать.. если уже был контакт, то уже даже бог не скажет, что теперь ждать.. Но я обещаю помочь, чем смогу.

Тем временем, ночь полностью поглотила лес, но благо под свет фонарика, что достал Кайл, дуо дошло до церкви и встала перед ней, а мужчина сказал:

— Ну.. кажется оно. Где наш гость?",biokoff,1455380955270353168
"2026-01-04,03:51:11",biokoff,#0,"—Генрих Ере—
|-----------------------------------------------------------------------------|
Мечник с опаской достал из-за спины меч направляя на церковь, а после медленным шагом пошел в его сторону осматриваясь и отвечая тому:
|-----------------------------------------------------------------------------|

—Был внутри, однако для этого места сейчас цж больно тихо... Птицы или ветки шумат рядом, а сейчас тишина. Если новенький не заглушил звуки, то тут явно что-то другое... Будет те наготове.

|-----------------------------------------------------------------------------|",_kambot,1457139752674398314
"2026-01-05,02:27:54",_kambot,#0,"— Кайл Товальд —

Кайл глубоко вздохнул, покачал головой, а после стал медленно идти за мечником, говоря уже на пониженных тонах:

— Ночь она такая.. дает разгулятся всякой твари.. вот лишний раз никто и не шумит.. Да и боюсь если мы встретим, что то большее чем ""Угрюма"" , то остается только бежать.. пхах.. кхм, ладно.. Значится, был внутри говоришь.. ну чтож..

После этих слов дуо как раз и подошло к дверям церкви, а после Кайл лично их тихонько приоткрыл и вместе с рыцарем вошел в здание, закрыв за собой дверь, предварительно оглядев улицу. После этого Кайл сказал:

— Мгм... и.. спрашивается.. где?

Мужчина посмотрел на воина.


**Тем временем сердце <@&1450955974692044900> начало слегка трепетать**",biokoff,1457174489157603454
"2026-01-06,13:26:30",samin__,#0,"— Леонард Моретти —

Парень с леденящим спокойствием смотрел на то как его руку сжимают, а когда по его венам пошло свечение, тот с неким интересом стал наблюдать за движением. Когда его раны начали затягиваться, тот слегка наклонил голову, пытаясь понять что с ним делают. Наконец когда его отпустили, а незваный гости и новый знакомый покинул его поле зрения, давая на последок обворожительный концерт, Леонард помахал тому рукой, а после уставился на затянувшуюся рану. А... сколько времени вообще прошло? Кажется это был долгий процесс

Размышления были прерваны резким чихом. ""Да... тут конечно холодновато. А интересная эта сущность, даже убивать не стала, а наоборот вылечила..."". С этими раздумьями, парень присел обратно к пригвождённому плащу и сунув руки в рукава поджал колени чтобы не выпускать тепло. ""Хм... значит этого господина оскорбляет классификация? Это занятно. Нулевой ранг, это буквально бог, а он открещивается даже от этого. Он выше этого? Ммм... нет... точно нет. Это ранг пятый от силы. Хм... а быть может это мой бывший коллега, что был ""поглощён?"". Да, лучше о таком не размышлять, всё равно наверняка не узнаю. Нужно будет спросить при следующей встрече. А пока что... нужно помедитировать. Да! Слегка уйти в себя""",_kambot,1457515919244005469
"2026-01-06,13:26:31",samin__,#0,"Даже в таком состоянии Моретти не был себе врагом, от чего решил по немого приходить в себя. Сидя в позе эмбриона с блаженной улыбкой, он отринул мысли, пытаясь вернуться в норму. Спустя пару минут улыбка начала спадать. Ещё через пять минут серьёзность воцарилась на лице парня, а затем глаза сонливо открылись и Леонард посмотрел на разбитое окно, а затем стал отматывать события, которые происходили с его сознанием в момент разговора. Мыслей было много, скверных мыслей ещё больше, а сквернословия было ОЧЕНЬ МНОГО!!!

Чёртова подвижная психика... как же ты меня подставила! Какое к чёрту рукопожатие??!?! А если бы он меня просто сожрал?! Леонард! АЙ...

Сжав одежду в кулак, парень стал тяжело дышать, осматривая руки и то место, где не столь давно была кровь. Покрутив предплечье, парень выдохнул и схватившись за голову сказал под нос ""Интрес... меня пометили, время... что эта тварь несла? Я не понимаю, что делать! Где я оказался? Его владения? НЕ-НЕ-НЕ!!!""

Леонард бы снова сошёл с ума, если бы не услышал глухой звук открывшейся двери и незнакомый голос. Слов разобрать парень не мог, однако быстро выхвативши кинжал, что был воньзён в пол за его спиной, парень сказал себе под нос:

— Чёрт... этот плащ стоял два месяца моей работы... Винсент, братишка... прости, но придётся ходить в заплатках...",,
"2026-01-07,03:30:25",biokoff,#0,"—Генрих Ере—
|-----------------------------------------------------------------------------|
Мечник оценивающе посмотрел на разбитое окно и на отсутствующего парня недовольно покрутил меч в руках смотря на лестницу и приговаривая:
<@998481175276425287> 
|-----------------------------------------------------------------------------|

—Подозрительно... Нужно проверить все здание, быть может испугался разбитого окна и спрятался где-то. Возможно он пошёл наверх, пройдем.

|-----------------------------------------------------------------------------|","samin__, _kambot",1458044054620344401
